국가코드,DB종류,특허/실용 구분,문헌종류 코드,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인,출원인 국적,출원인 수,출원인 대표명화 코드,출원인 대표명화 영문명,출원인 대표명화 국문명[KR],출원인 식별기호[JP],발명자/고안자,우선권 번호,우선권 국가,우선권 주장일,국제 공개번호,국제 공개일,Original CPC Main,Original CPC All,Original IPC Main,Original IPC All,Original US Class Main[US],Original US Class All[US],Original FI[JP],Original F-term[JP],Original Theme Code [JP],WIPS ON key
US,US,P,A1,Vermiculture compositions,"A biodegradable wellbore fluid with an oleaginous phase including a linear paraffin having 11-18 carbon atoms, a non-oleaginous phase, an emulsifying agent and optionally a weighting agent. Use of the fluid while drilling allows bio-remediation of drill cuttings using land spreading, bioreactors, conventional composting or vermiculture composting. The resulting product, especially when vermicomposed, is potentially useful as a soil amendment or plant fertilizer material. ","1. A biodegradable wellbore fluid comprising:  an oleaginous phase substantially composed of a linear paraffin having 11-18 carbon atoms, a non-oleaginous phase containing a salt of a biodegradable anion, and an emulsifying agent in a concentration capable of forming an invert emulsion suitable for use as a drilling fluid. ",51,10/988969,2004-11-15,2005-0090405,2005-04-28,,,,,0,,,,,Frederick Growcock | G. Curtis Wray | John Candler | Stephen Rabke | Sonya Ross | Jonathan Getliff | Greg McEwan,,,,,,,,C09K-007/02,C09K-007/02 | C09K-007/06,507/209,507/209,,,,5.20502E+12
US,US,P,A1,Device and method for cleaning chain,"[none] A device and method to remove debris from marine chains such as anchor chains includes a control circuit, a housing through which a chain can pass, an electromagnet within the housing, and a cleaning medium to remove debris from the chain, the electromagnet and the cleaning medium cooperating to remove the debris. ","1. A device for removing debris from a chain comprising:  a control circuit; a housing defining an aperture passing through the housing, the aperture having a size such that a chain can pass through the housing; an electromagnet located within the housing electrically connected to the control circuit; and a cleaning medium within the housing in proximity to the aperture, wherein the control circuit can energize the electromagnet in a series of discrete pulses to assist the cleaning medium in removing debris from the chain. ",17,10/680645,2003-10-07,2005-0072448,2005-04-07,,,,,0,,,,,Enrique Kilayko L. | Liam Ryan A.,,,,,,,,B08B-007/00,B08B-007/00,134/006,134/006 | 015/256.6,,,,5.20501E+12
US,US,P,A1,Apparatus for disposal of toxic and radioactive waste,"[none] A new system for underwater waste disposal is disclosed, consisting of a high-speed, hardened penetrator, optional rocket motor (or other compact propulsion device) and alternative mechanisms for eliminating water drag by surrounding the projectile with a gas layer. ","1. A system for disposal of hazardous materials in deep water, comprising  a) A cylindrical projectile with leading-edge point and internal space for storage of said hazardous materials. b) A means for reducing external water drag by displacing surrounding water with gas in the immediate neighborhood of said projectile c) A means of accelerating said projectile downwards ",11,10/884029,2004-07-02,2005-0047870,2005-03-03,,,,,0,,,,,Christian Rode Stig,,,,,,,,G21F-009/00,G21F-009/00 | B65G-005/00 | E02D-005/10,405/129.35,405/129.35 | 405/129.55 | 588/016 | 588/017,,,,5.20501E+12
US,US,P,A1,Nets for bodies of water,"[none] A net (10) for a body of water (12) that serves to collect flat objects (11), which are made of foamed plastic and which are saturated with contamination substances, is provided with a catching net part (13), which can be vertically placed in the body of water (12) by means of a longitudinally extending sink line (18) and of a longitudinally extending float line (21, 22). The aim of the invention is to be able to pull a net of the aforementioned type through the water while tensioned, whereby an upper area of the net always remains above the water surface even in rough water. To this end, the invention provides that the catching net part (13) is widened by a flexible net part (14) that, in the area of its free longitudinal edge, is fitted with a longitudinally extending sink line (32) and is fitted with at least one main float line (33) between said longitudinal edge and the upper float line (21, 22) of the catching net part (13). ","1. Net (10, 110) for waters (12, 112) to intercept, collect and/or recover flat products (11, 111), particularly of open-cell expanded plastic soaked with polluting substances, on or from the surface of water (12, 112), with a fixed net part (13, 113) which an be arranged in water (12, 112) mainly in upright position by means of a first longitudinal lower ballast unit (18, 118) and a first longitudinal upper float unit (21, 121), characterized by the fixed net part (13, 113) being widened by a flexible net part (14, 114) which, in the area of its longitudinal edge distant from the fixed net part (13, 113), is equipped with a second longitudinal ballast unit (32, 132) and, between the latter and the first upper float unit (21, 121) for the fixed net part (13, 113), with at least one second longitudinal main float unit (33, 133).",27,10/477391,2002-04-05,2005-0023225,2005-02-03,,,,,0,,,,,Erich Kumpf,10-2001-175981 | 10-2002-028605,DE | DE,2001-04-07 | 2002-01-24,,,,,E02B-015/04,E02B-015/04,210/747,210/747 | 210/776 | 210/242.1 | 210/924,,,,5.20501E+12
US,US,P,A1,Cleaning of submerged surfaces by discharge of pressurized cavitating fluids,"[none] A fluid discharge apparatus adapted to discharge a cavitating stream of pressurized liquid along with the selective discharge of a secondary material, such as sand, for removing dirt, debris, barnacles, marine growth, and other substances from surfaces is provided. More particularly, the invention contemplates a secondary hose inlet and nozzle outlet for discharging abrasive material, such as silica, to improve cleaning effectiveness. The combination of a secondary fluid or abrasive substance with the gas bubbles within the cavitating liquid stream that essentially explode upon impacting debris resulting in tremendous pressure fluxuations provides improved effectiveness in removing debris and aquatic growth from the submerged surface. The invention further improves upon the control of such devices with controls that allow the diver/operator to adjust flow rates and thrust without releasing his grasp. An improved hand-held apparatus is disclosed with a pistol grip and trigger actuator, and an improved wheeled vehicle is disclosed with improved control handles adapted to actuate valves and closure ports. ","1. A hydrodynamic cleaning apparatus for removing debris from submerged surfaces using a pressurized fluid stream having cavitating flow characteristics, said apparatus comprising:  a body having a first inlet for receiving a liquid under pressure and an second inlet for receiving a second substance under pressure; means for regulating the flow rate of said liquid between a minimum and maximum flow rate; means for generating cavitation in said liquid; means for discharging said liquid in a cavitating flow state; means for regulating the flow rate of said second substance between a minimum and maximum flow rate; means for discharging said second substance in proximity to said means for discharging said liquid in a cavitating state; means for generating thrust by discharging at least a portion of said liquid. ",9,10/926440,2004-08-25,2005-0017090,2005-01-27,,,,,0,,,,,Alexander Pivovarov R.,,,,,,,,E04H-004/16,E04H-004/16,239/399,239/399,,,,5.205E+12
US,US,P,A1,Method for killing organicsms in the course of conveying ballast water in ships and apparatus thereof,"The present invention relates to gaseous discharge and applied biotechnology. In particularly, the present invention relates to a method for killing organisms in the course of conveying ballast water in ship, comprising applying a voltage with frequency of 400-40000 Hz between the anode electrode and the cathode electrode of the free radical generator, thereby forming strong ionization discharge of electric field strength of 250-600 Td between the anode electrode and the cathode electrode, ionizing, dissociating, and exciting O2 and H2O, or O2, processing into active particles comprising O3, OH+and HO2, dissolving excitately to obtain free radical solution mainly consisted of OH+, adding the free radical solution to conveying pipeline of ballast water, conveying for 2-20 s in the pipeline, thereby obtaining killing organisms of ballast water selected from the group consisted of bacteria, single cell alga, and protozoan. It is capable to kill harmful invading microorganisms in the course of transporting ballast water without leaving any residual chemical reagent. The bacteria, single cell alga, protozoan, spore and vibrio, are eliminated and decomposed into H2O, O2, and small inorganic salt. It has no pollution and discharge, therefore, it can solve the problem of environmental pollution. The apparatus of carrying out above method comprises medium-high frequency electric source, ejector, gas liquid dissolution separator, liquid-liquid mixer, residual free radical treater, wherein a free radical generator is installed between the said ejector and the input raw material gas. The present method is capable of improving the quality of ballast water and is simple in operation and inexpensive. ","1. A method for killing organisms in the course of conveying ballast water in ship, comprising applying a voltage with frequency of 400-40000 Hz between the anode electrode and the cathode electrode of the free radical generator, thereby forming strong ionization discharge of electric field strength of 250-600 Td between the anode electrode and the cathode electrode, ionizing, dissociating, and exciting O2 and H2O, or O2, processing into active particles comprising O3, OH+and HO2+, dissolving excitately to obtain free radical solution mainly consisted of OH+, adding the free radical solution to conveying pipeline of ballast water, conveying for 2-20 s in the pipeline, thereby obtaining killing organisms of ballast water. ",14,10/864966,2004-06-10,2004-0251215,2004-12-16,,,,,0,,,,,Mindong  Bai | Xiyao  Bai | Xiaojian  Zhou | Zhitao  Zhang | Mindi  Bai | Bo  Yang | Chengwu  Yi,2003-00133447,CN,2003-06-13,,,,,C02F-001/72,C02F-001/72,210/748,210/748 | 210/764 | 210/192,,,,5.10405E+12
US,US,P,A1,Processing of waste materials,"A method of processing a waste material, which method includes blending the waste material in cut, elongate, particulate or finely divided form, with an epoxy vinyl ester resin. The resin is permitted to cure, so as to form a solid body. ","1. The method of processing a waste material, comprising: a) blending the waste material in cut, elongate, particulate or finely divided form, with an epoxy vinyl ester resin; and b) permitting the resin to cure, so as to form a solid body. ",37,10/482427,2004-07-20,2004-0238992,2004-12-02,,,,,0,,,,,Peter  Thomas,2001016318,GB,2001-07-03,,,,,B27N-003/00,B27N-003/00,264/122,264/122 | 264/109,,,,5.10405E+12
US,US,P,A1,Piling decontamination and marine life enhancement system,A marine habitat enhancement system is provided that in one embodiment is configured for attachment to existing pilings and in another embodiment is a stand-alone system anchored to the soil. The system includes a housing formed of a plurality of panels configured for attachment together to surround either a piling or a marine habitat. Compartments on the exterior of the housing can be used to promote the growth of plants and other marine aquaculture. A cap is provided for use with stand-alone pilings to prevent contaminated water and material from escaping outside the sleeve formed by the plurality of panels. ,"1. A marine habitat system, comprising: a housing having a plurality of marine habitats formed therewith; and means for anchoring the housing to the soil. ",23,10/449815,2003-05-30,2004-0240945,2004-12-02,,,,,0,,,,,Anthony F. Frantz,,,,,,,,E02D-005/60,E02D-005/60,405/216,405/216 | 405/211,,,,5.10405E+12
US,US,P,A1,Water pollution prevention and remediation apparatus,"A fluid pollution prevention system for preventing the discharge of hazardous waste from a bilge of a marine vessel, and removal of the same from the bilge. The system includes an absorber for absorbing hazardous waste from a fluid in the bilge. The system further includes a locator for locating the absorber in a predetermined orientation relative to a bilge pump to prevent the discharge of hazardous waste from the bilge. In one embodiment of the invention, the locator is an upstanding member in relation to the fluid in the bilge and includes at least one locator channel defined along at least a portion of the locator for slidable receipt of the absorber. According to this characterization, the absorber is movable along the locator channel as a function of the bilge fluid level to absorb hazardous waste from the fluid and isolate an inlet of the bilge pump from receipt of the same. ","1. A water pollution prevention apparatus to remove petrochemicals from a fluid in a bilge of a marine vessel, comprising: an absorber for absorbing petrochemicals; and a locator for locating the absorber in a predetermined orientation in a bilge of a marine vessel, the locator comprising at least one locator channel defined along at least a portion of the locator for slidable receipt of the absorber, wherein the absorber is movable along the locator channel as a function of a fluid level in the bilge of the marine vessel. ",47,10/342595,2003-01-15,2004-0134858,2004-07-15,,,,,0,,,,,Paul  Clukies,,,,,,,,C02F-001/28,C02F-001/28 | C02F-001/40,210/691,210/691 | 210/242.4 | 210/924,,,,5.10403E+12
US,US,P,A1,Downcomer for marine vessels,"A downcomer for conveying wastewater from an upper level of a marine vessel to a lower level of the marine vessel includes a pair of spaced apart mounting portions and an elongate impact portion extending between the mounting portions. Each mounting portion is adapted for attachment to the marine vessel, and the shape of the elongate impact portion defines a concave space through which the wastewater is conveyed. In one preferred embodiment, a synthetic elastomeric tube, hose, or liner is placed within the concave space, and the wastewater is conveyed from the upper level of the marine vessel to the waterline through the tube, hose, or liner. In another preferred embodiment, the mounting portions and the elongate impact portion are extruded to form a unitary structure including a lightweight, rust-resistant ultrahigh molecular weight polyethylene. ","1. A lightweight, rust-resistant downcomer for use in conveying a substance from an upper level of a marine vessel to a lower level of the marine vessel, comprising: a pair of spaced apart mounting portions adapted for attachment to a side of the marine vessel; and an elongate impact portion extending between the spaced apart mounting portions and bordering a concave space through which the substance is conveyed, the elongate impact portion made of an ultrahigh molecular weight polyethylene. ",18,10/693422,2003-10-24,2004-0112272,2004-06-17,,,,,0,,,,,Karl L. Aschenbach,,,,,,,,B63B-019/26,B63B-019/26 | B63B-017/00 | B63B-035/00 | B63B-038/00,114/382,114/382 | 114/182,,,,5.10403E+12
US,US,P,B2,Pneumatic conveying,"A method for conveying a non-free flowing paste where the non-free flowing paste is loaded into a vessel or container having a conical lower portion designed to provide mass flow of the paste. A gas is applied to the vessel to cause the paste to flow out. The paste may be transported to another vessel having a mass flow conical lower portion where it may be stored. The paste may then be discharged using a gas to transport the paste to a third vessel having a mass flow conical lower portion where the loaded vessel itself may be transported, such as by boat, to another destination, such as the shore. The third vessel may be disposed vertically or horizontally on the boat. Thereafter, the paste may be transported to a fourth vessel for further transport or the third vessel may be moved from the boat to a truck for further transport. A frame, the size of a shipping container may enclose a vessel or the frame enclosed vessel may be coupled to other frame enclosed vessels.","1. A system for environmentally safe disposal of oil contaminated drill cuttings from an oil rig assembly comprising: screening said oil contaminated drill cuttings from an oil rig assembly to separate a substantial proportion of oil from said oil contaminated drill cuttings to provide a separated drill cuttings/oil residue mixture; pneumatically conveying the separated drill cuttings/oil residue mixture into an enclosed, transportable storage vessel having a lower conical section structured to achieve mass flow of the mixture in said vessel; storing the separated drill cuttings/oil residue mixture in the storage vessel; transporting the storage vessel with the separated drill cuttings/oil residue mixture therein to a destination; withdrawing the separated drill cuttings/oil residue mixture from the storage vessel at the destination by applying a compressed gas to the separated drill cuttings/oil residue mixture in the storage vessel whereby the separated drill cuttings/oil residue mixture flows out of the storage vessel by positive pressure through an outlet to empty the mixture from the vessel; and disposing of said screened separated drill cuttings/oil residue mixture. ",25,10/405334,2003-04-02,2003-0202847,2003-10-30,6709216,2004-03-23,CleanCut Technologies Limited,GB,1,,,,,Brian Snowdon,1999013909,GB,1999-06-16,,,,,B63B-027/00,B63B-027/00,414/137,414/137 | 414/137.9 | 406/121 | 406/146 | 406/197 | 175/206,,,,4.60401E+12
US,US,P,B2,Tire foundation structure,"A foundation comprising one or more layers or mattresses of tires, and a fill material provided within and/or between tires of each of the mattresses. The fill material is preferably a relatively coarse aggregate and provides a porous bed having relatively high drainage capacity. The lowermost mattress is typically wrapped in a porous sheet such as a geofabric cloth which is designed to allow the passage of water across the lowermost mattress whilst preventing the ingress of relatively finer material into the fill material and which can otherwise lead to degeneration of the foundation. At least some of the tires typically also have an upper sidewall removed therefrom.","1. A foundation comprising one or more layers of tires including a lowermost layer being located adjacent to the ground on a porous geofabric material, with tires in the lowermost layer having an upper sidewall removed therefrom and being provided therewithin with a fill material having a preselected grade; wherein the lowermost layer is enclosed within the geofabric material, and further fill material of preselected grade and/or one or more further layers of tires overlay the enclosed lowermost layer to define the foundation. ",24,10/367220,2003-02-13,2003-0156906,2003-08-21,6705803,2004-03-16,,,0,,,,,Garry Kevin Callinan | Peter Chapman,,,,,,,,E01C-003/00,E01C-003/00 | E02B-003/10 | E02B-003/12 | E02D-027/00,405/229,405/229 | 404/028 | 404/031 | 405/016 | 405/025 | 405/030 | 405/032 | 405/107 | 405/258.1 | 405/302.4 | 405/302.6 | 052/DIG.9,,,,4.60401E+12
US,US,P,A1,"Process and device for the treatment of water, particularly for ships","A process for the treatment of water comprises: a) Adding to the water an oxidizing agent in a stunning concentration, wherein the detention time of said agent between adding it to water and the subsequent steps of filtration and/or irradiation is up to about 90 seconds; b) filtering the oxidized water by a filtration system having a filtering size larger than the average size of suspended organic matter in the water; and c) exposing the oxidized and filtered water to irradiation. ","1. A process for the treatment of water comprising: a. Adding to the water an oxidizing agent in a stunning concentration, wherein the detention time of said agent between adding it to water and the subsequent steps of filtration and/or irradiation is up to about 90 seconds; b. filtering the oxidized water by a filtration system having a filtering size larger than the average size of suspended organic matter in the water; and c. exposing the oxidized and filtered water to irradiation. ",23,10/325769,2002-12-19,2004-0026336,2004-02-12,,,,,0,,,,,Kolodny  Yuri | Kreisel  Itay,151146,IL,2002-08-08,,,,,C02F-001/32,C02F-001/32 | C02F-001/72,210/748,210/748 | 210/759,,,,5.10401E+12
US,US,P,B2,Speed detecting device mounting structure for a vessel,"To provide a speed detecting device mounting structure for a vessel in which a paddle is prevented from being entangled with rubbish and seaweed in the sea, and the paddle is prevented from being damaged or picking-up mud or the like from the sea bottom. In a vessel, a water jet pump is provided at a rear portion thereof. A ship bottom plate is provided below the water jet pump. A speed detecting device is mounted on the ship bottom plate. A paddle of the speed detecting device detects the flow rate of water flow and obtains the propelling speed of the vessel. The speed detecting device mounting structure for a vessel is constructed in such a manner that the paddle of the speed detecting device is disposed on the upper surface of the ship bottom plate, an opening is formed at the portion of the ship bottom plate forwardly of the speed detecting device, and water taken through the opening is guided to the speed detecting device.","1. A speed detecting device mounting structure in a vessel comprising: a water jet pump provided at a rear portion of the vessel; a ship bottom plate provided below the water jet pump said ship bottom plate including an opening formed therein; and a speed detecting device mounted on the ship bottom plate, a paddle of the speed detecting device being rotated by water so as to obtain a propelling speed based on the rotation of the paddle, wherein the paddle is disposed above the ship bottom plate, an entirety of the opening is located forwardly of the paddle, and water taken through the opening is guided to the paddle. ",21,10/191541,2002-07-10,2003-0017761,2003-01-23,6676461,2004-01-13,Honda Giken Kogyo Kabushiki Kaisha,JP,1,UN000083,HONDA MOTOR CO LTD,,,Toru Hasegawa | Yusuke Funayose | Tomohiko Yashiro,2001-217662,JP,2001-07-18,,,,,B63H-011/00,B63H-011/00,440/002,440/002 | 073/187 | 440/038,,,,4.604E+12
US,US,P,A1,"Method for cleaning salt impregnated hog fuel and other bio-mass, and for recovery of waste energy","A method according to the present invention for reducing the creation of dioxins during the burning of a biomass containing a contaminant, wherein the contaminant is solvated or neutralized in the presence of a corresponding solvent, includes the steps of prior to the burning or reacting (herein collectively referred to as burning) of the biomass, conveying the biomass and the solvent into a biomass washing means, washing the biomass in the solvent in the washing means, and once at least a portion of the contaminant has been washed from the biomass, conveying the biomass from the washing means and into a biomass burner, and conveying the solvent from the washing means. ","1. A method for reducing the creation of dioxins during the burning of a biomass containing a contaminant, wherein said contaminant is solvated or neutralized in the presence of a corresponding solvent, comprising the steps of: a) prior to said burning of said biomass, conveying said biomass and said solvent into a biomass washing means, b) washing said biomass in said solvent in said washing means, c) once at least a portion of said contaminant has been washed from said biomass, conveying said biomass from said washing means and into a biomass burner, and conveying said solvent from said washing means. ",18,10/603778,2003-06-26,2004-0002028,2004-01-01,,,,,0,,,,,Peter W. Smith,,,,,,,,F23C-011/04,F23C-011/04,431/001,431/001,,,,5.104E+12
US,US,P,A1,Variable storage vessel and method,A method and apparatus for storing bulk materials in a marine environment is provided. The apparatus includes a flexible pod configured for fluid communication to a host vessel. The pod stores materials under water. ,"1. A submersible for storing bulk materials comprising: a substantially watertight resilient container for storing the materials under water and; a mooring line slidablely engaged with the container, so the container positions itself along the mooring line in response to environmental conditions and a buoyancy associated with the container. ",38,10/166200,2002-06-11,2003-0226489,2003-12-11,,,,,0,,,,,Gregory James Carter,,,,,,,,B65D-088/78,B65D-088/78,114/257,114/257,,,,5.10305E+12
US,US,P,A1,"Antifouling coating composition, coating film therefrom, base material covered with the coating film and antifouling method","An antifouling coating composition comprising (A) a silyl ester copolymer containing constituent units derived from a polymerizable unsaturated carboxylic acid silyl ester; (B) a carboxylic acid; (C) a bivalent or trivalent metal compound; and (D) a dehydrating agent. It is preferred that the component (C) be contained in an amount of 1.2 equivalents or more, in terms of the number of equivalents of metal as a constituent of the component (C), per equivalent of carboxyl group of the carboxylic acid (B); that the component (C) be a bivalent metal compound; and that the component (C) be a compound of at least one metal selected from the group consisting of zinc, copper, magnesium, calcium and barium. From the antifouling coating composition, there can be obtained an antifouling coating film which exhibits less cracking tendency, excellent adherence so as to ensure less peeling tendency and desirably controlled hydrolysis rate so as to be excellent in antifouling performance, in particular, antifouling properties in highly fouling environment and long-term antifouling properties. With respect to the provided antifouling coating composition, its storage stability is high, its concentration can be increased, the amount of solvent used therefor can be reduced, and its applicability is high. ","1. An antifouling coating composition comprising: (A) a silyl ester copolymer containing constituent units derived from a polymerizable unsaturated carboxylic acid silyl ester, (B) a carboxylic acid, (C) a bivalent or trivalent metal compound, and (D) a dehydrating agent. ",21,10/375005,2003-02-28,2003-0207962,2003-11-06,,,,,0,,,,,Masaaki  Oya | Naoya  Nakamura | Makoto  Tsuboi,2002-060696,JP,2002-03-06,,,,,B05D-003/02,B05D-003/02 | C08K-003/00,523/177,523/177 | 427/385.5 | 523/122,,,,5.10305E+12
US,US,P,B2,Ship-board system for decontaminating wastewater contaminated by firefighting operations,"A water pollution remediation system includes a plurality of decontamination modules that are self supporting and interconnectable for sequentially removing a plurality of different contaminants. The modules are designed to be independently transportable to a ship for decontaminating bilge water, in particular, after a fire when a foaming fire suppressant composition has been introduced into the bilge water. The modules may be placed on the deck of the ship, connected together and powered by the ship's hydraulic, electric and bilge pumping systems to provide comprehensive decontamination.","1. An apparatus for decontaminating bilge water contaminated with a foaming fire suppressant composition in the bilge of a ship that has recently experienced an on-board fire, comprising an inlet into which the contaminated water flows; an outlet from which decontaminated water is discharged; and a plurality of water processing modules, each having an independent support structure for holding at least one associated water processing device in a position suitable for transport to and operation at the site of the reservoir holding the contaminated water, said at least one associated water processing device of each of said plurality of modules being selectively and removably hydraulically connectable to another of said at least one associated water processing device of another of said plurality of modules to define a continuous flow path extending from said inlet, through said apparatus to said outlet, each of said at least one associated water processing devices having an associated decontamination function for at least partially removing a contaminant from a flow of the contaminated water passed sequentially through said plurality of modules along said flow path, a first of said at least one associated water processing devices including a sieve against which the flow is directed to induce foaming of the foaming agent, a second of said associated water processing devices including a holding tank, said sieve being positioned on an inlet side of said holding tank such that contaminated water flowing into said holding tank encounters said sieve before entering said holding tank, causing the foaming agent to foam and allowing the foam to be physically removed from the surface of said sieve, a third and a fourth of said associated water processing devices include a strainer for removing solid objects from the contaminated water and an oil/water separator, respectively, a fifth of said associated water processing devices include a bag filter for removing small particulates and hydrocarbons, a sixth of said associated water processing devices includes a carbon tank containing activated carbon for the adsorption of volatile organic compounds, a seventh of said associated water processing devices includes a resin tank containing anionic resin for removing metal contaminants from the contaminated water, wherein said strainer and said oil/water separator are supported on a first module, said holding tank with sieve are supported on a second module, said bag filter is supported on a third module, said carbon tank is supported on a fourth module, said resin tank is supported on a fifth module and said flow path proceeds from the first module to the second module to the third module to the fourth module to the fifth module.",15,09/836922,2001-04-18,2002-0153324,2002-10-24,6616833,2003-09-09,,,0,,,,,Gerard Lynch,,,,,,,,B01D-001/00,B01D-001/00,210/096.1,210/096.1 | 210/195.1 | 210/241 | 210/254 | 210/257.1 | 210/259 | 210/266 | 210/284,,,,4.60304E+12
US,US,P,A1,Method for casting concrete retaining wall blocks,"A form for manufacturing concrete retaining wall blocks. The blocks are cast in the form with a front face of the block down. A resilient face insert at the bottom of the form imparts an ornamental appearance to the front face of the block. The form has four sides which pivot at their bottom between a closed position for casting a block and an open position which permits removing the cast block from the form. Preferably, the cast block has parallel top and bottom surfaces and angled sides. Sides of the form form a groove in the bottom of the block which extends parallel to and spaced from the front face and form knobs which project above the top of the block for alignment with a grooves on adjacent stacked blocks forming a retaining wall. The block is formed with two lifting points, one for removal of the block from the form and one for moving the block when constructing a retaining wall. Inserts may be attached to the form for casting half blocks, blocks for the top and bottom tiers of a retaining wall, and other block configurations. ","1. A form for casting a concrete retaining wall block having a front, a top, a bottom, two sides and a rear, said form including a base, four form sides mounted to pivot relative to said base between closed and open positions, said four form sides forming a cavity having an open top and a closed bottom, said bottom forming the front of a block cast in said cavity, a first of said form sides forming a top of a block cast in said cavity, a second of said form sides forming a bottom of a block cast in said cavity, a third of said form sides forming one side of a block cast in said cavity, and the fourth of said form sides forming the other side of a block cast in said cavity, and a locking mechanism adapted to releasably lock said form sides in said closed position.",30,10/383465,2003-03-07,2003-0160147,2003-08-28,,,,,0,,,,,James A. Manthei,,,,,,,,B28B-007/16,B28B-007/16 | B41B-011/54 | E02D-003/02,249/171,249/171 | 249/052 | 249/176 | 405/284,,,,5.10304E+12
US,US,P,A1,Tyre foundation structure,"The present invention relates to a foundation comprising one or more layers or mattresses of tyres such as 12 and 14, and a fill material provided within and/or between tyres of each of the mattresses 12 and 14. The fill material 16 is preferably a relatively coarse aggregate and provides a porous bed having relatively high drainage capacity. The lowermost mattress 14 is typically wrapped in a porous sheet such as a geofabric cloth which is designed to allow the passage of water across the lowermost mattress 14 whilst preventing the ingress of relatively finer material into the fill and which can otherwise lead to degeneration of the foundation. At least some of the tyres typically also have an upper sidewall removed therefrom. ","1. A foundation comprising one or more layers of tyres including a lowermost layer being located adjacent to the ground, and a fill material provided within tyres of each of the layers, wherein at least the lowermost layer has a porous sheet positioned thereunder which is adapted for allowing the passage of water across the lowermost layer whilst preventing the ingress of matter of a grade finer than the fill material into the lowermost layer.",26,10/367220,2003-02-13,2003-0156906,2003-08-21,,,,,0,,,,,Garry Kevin Callinan | Peter  Chapman,,,,,,,,E02D-001/00,E02D-001/00 | C09K-017/00,405/229,405/229 | 405/270 | 405/271,,,,5.10303E+12
US,US,P,B2,Multipurpose unit with multipurpose tower and method for tendering with a semisubmersible,"A semisubmersible multipurpose unit (MPU) having a deck, a multipurpose tower secured to the deck, supports, pontoons connected to the supports with each pontoon adapted for ballast transfer, at least two hawsers connected to the MPU for connecting the MPU to an object at sea having a mooring system, a hawser guidance system to direct each hawser to the object at sea, a crane secured to the deck of a semisubmersible MPU, and at least an 6-point mooring system, wherein the combination of the semisubmersible MPU, hawsers and 6-point mooring system create a global equilibrium between the mooring system of an object at sea and the at least 6-point mooring system and the hawsers have both an elasticity sufficient to accommodate the wave frequency between the object at sea and the MPU and a stiffness adequate to synchronize the average and low frequency movements during a 10-year storm.","1. A semisubmersible multipurpose unit (MPU) adapted for use in wellhead surface operations comprising: a. a deck, a plurality of supports having a rounded shape connected to said deck, a plurality of pontoons connected to said plurality of supports, each of said plurality of pontoons adapted for ballast transfer, at least two hawsers connected to the MPU for connecting the MPU to an object at sea having a mooring system, a hawser guidance system to direct each of said hawsers to the object at sea; b. a crane removably secured to said deck; c. a multipurpose tower (MPT) removably secured to said deck wherein said MPT comprises a base structure mounted in said deck, a central tower mounted to said base structure, a top drive mounted to said central tower, a drawworks secured to said central tower; and a driller's cabin module mounted in said deck connected to said base structure, and d. an at least 6-point mooring system; wherein the combination of said semisubmersible MPU, said at least two hawsers and said at least 6-point mooring system create a global equilibrium between the mooring system of an object at sea and the said at least 6-point mooring system.",73,10/135533,2002-05-01,2002-0166698,2002-11-14,6601649,2003-08-05,"Drillmar, Inc.",US,1,,,,,Christopher Louis Beato | Joop Roodenburg,,,,,,,,E21B-029/12,E21B-029/12,166/352,166/352 | 166/354 | 166/355 | 405/224 | 405/205,,,,4.60303E+12
US,US,P,A1,River pollution management method,"A river pollution management method comprised of a main river course and a water catchment. Each water catchment consists of an inflow mouth adjacent to seawater, an inflow gate emplaced at the inflow mouth area, a water discharge outlet located a certain distance away from the seaside outflow mouth of the main river course, and a water discharge gate emplaced at the water discharge outlet. The inflow gate at the water catchment inflow mouth is opened when the ocean tide is rising, at which time clean seawater flows into the main river course with the incoming tide and enters the water catchment where it is accumulated until the water in the main river course recedes to a certain level due to the onset of low tide. The water discharge gate at the water discharge outlet is then opened, enabling the high level of pure seawater in the water catchment to flush the turbid polluted water in main river course and evacuate it through the seaside outflow mouth. ","1. A river pollution management method comprised of a main river course and a water catchment; each said water catchment consists of an inflow mouth adjacent to seawater, an inflow gate emplaced at the said inflow mouth area, a water discharge outlet located a certain distance away from a seaside outflow mouth of the said main river course, and a water discharge gate emplaced at the said water discharge outlet; the said inflow gate at the said water catchment inflow mouth is opened when the tide is rising, at which time clean seawater flows into the said main river course with the incoming tide and enters the said water catchment where it is accumulated until the water in the said main river course recedes to a certain level due to the onset of low tide, whereupon the said water discharge gate at the water discharge outlet is opened, enabling the high level of pure seawater in the said water catchment to flush the turbid polluted water in said main river course and evacuate it through the said seaside outflow mouth.",7,10/046254,2002-01-16,2003-0132170,2003-07-17,,,Wu-Hsiung WU,TW,1,,,,,Wei-Guo  Wu,,,,,,,,C02F-001/00,C02F-001/00,210/747,210/747,,,,5.10303E+12
