nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
9587012,공통업무,"2016년 8월 도시교통본부 자전거정책과 업무추진비 사용내역",주우민,자전거정책과,20160908092916,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2753,"CC BY-ND",http://opengov.seoul.go.kr/public/9587012
9587013,공통업무,"2016년 8월 시의회사무처 의사담당관 업무추진비 집행내역",이재승,의사담당관,20160908093304,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3702-1280,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587013
9587014,공통업무,"2016년 8월 중랑물재생센터 업무추진비 등록",이현일,관리과,20160908093325,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2211-2517,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587014
9587015,공통업무,"2016년 8월 도시기반시설본부 시설국 토목부 업무추진비 집행내역",남궁혜진,토목부,20160908093518,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3708-2550,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587015
9587016,공통업무," 2016. 8월 시립미술관 경영지원부 총무과 업무추진비 집행내역  ",송혜정,총무과,20160908100918,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2124-8817,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587016
9587017,공통업무,"2016년 8월 서울물연구원 미래전략연구센터 업무추진비 사용내역",이상효,연구기획과,20160908101206,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3146-1875,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587017
9587018,환경,"에코스쿨 조성",조현,조경과,20160908000000,"환경>도시녹화>도시녹화 추진현황>에코스쿨 조성사업",2133-2120,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587018
9587019,환경,"아파트 열린녹지 조성",조현,조경과,20160908000000,"환경>도시녹화>도시녹화 추진현황>아파트 열린녹지 조성",2133-2120,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587019
9587020,환경,"도시녹화(녹지활용계약 쉼터) 조성",조현,조경과,20160908102241,"환경>도시녹화>도시녹화 추진현황>도시녹화(녹지활용계약 주민쉼터) 조성",2133-2120,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587020
9587021,공통업무,"2016년 8월 남부수도사업소 시설관리과 집행내역",박창남,시설관리과,20160908103240,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-4594,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587021
9587022,공통업무,"2016년 8월 감사위원회 안전감사담당관 업무추진비 집행내역",유동선,안전감사담당관,20160908103639,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-3056,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587022
9587023,공통업무,"2016년 8월 남부수도사업소 현장민원과 업무추진비 집행내역",이향옥,현장민원과,20160908110215,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3146-2552,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9587023
9599601,공통업무,"2016년 8월 경제진흥본부 문화융합경제과 업무추진비 집행내역",유연숙,문화융합경제과,20160908114917,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2585,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599601
9599602,공통업무,"2016년8월 복지본부 희망복지지원과 업무추진비 집행내역",류인,희망복지지원과,20160908133534,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-7377,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599602
9599603,공통업무,"2016년8월 도시빛정책과 업무추진비 집행내역 ",서영아-22,도시빛정책과,20160908134603,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-1926,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599603
9599604,공통업무,"2016. 8월 감사위원회 감사담당관 업무추진비 집행내역",김분년,감사담당관,20160908135520,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-3021,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599604
9599605,공통업무,"2016년 8월 평생교육정책관 평생교육담당관 업무추진비 집행내역 공개",윤선희,평생교육담당관,20160908140535,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-3965,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599605
9599606,공통업무,"2016년 8월 종로소방서 업무추진비 사용내역",한희준,소방행정과,20160908141800,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-732-0109,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599606
9599607,공통업무,"2016년 8월 친환경급식담당관 업무추진비 집행내역",박명호,친환경급식담당관,20160908141855,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-4144,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599607
9599608,공통업무,"서울소방학교 소방과학연구센터 2016년 7월 부서운영업무추진비",유기운,소방과학연구센터,20160908143658,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2106-3654,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599608
9599609,환경,"서울특별시 보호수 현황(2016년 1월 기준)",이진범,조경과,20160908000000,"환경>도시녹화>가로수, 보호수 관리현황>보호수 지정, 해제, 관리",2133-2124,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599609
9599610,공통업무,"서울소방학교 소방과학연구센터 2016년 8월 부서운영 업무추진비",유기운,소방과학연구센터,20160908144010,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2106-3654,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599610
9599611,공통업무,"93강북 업무추진비 사용내역(8월)",윤순진,"강북소방서 소방행정과",20160908151103,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",01077118597,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599611
9599612,공통업무,"2016년 08월 남부도로사업소 업무추진비 집행내역",백미영,관리단속과,20160908151849,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3284-5417,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9599612
9600650,공통업무,"도시교통본부 버스정책과 업무추진비 내역 공개('16.8월)",윤민화,버스정책과,20160908153519,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2264,"CC BY",http://opengov.seoul.go.kr/public/9600650
9600651,환경,"아리수  체험투어",정수형,홍보과,20160908154043,"환경>상수도>아리수 사랑 체험투어>아리수 사랑 체험투어",3146-1214,"CC BY",http://opengov.seoul.go.kr/public/9600651
9600652,환경,"찾아가는 수도 교실 운영",정수형,홍보과,20160908154454,"환경>상수도>찾아가는 수도교실>찾아가는 수도교실",3146-1214,"CC BY",http://opengov.seoul.go.kr/public/9600652
9600653,공통업무,"2016년 8월 서부도로사업소 업무추진비 집행내역",이숙영,관리단속과,20160908160209,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-300-8310,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600653
9600654,공통업무,"인재개발원 인재채용과 2016년 8월 업무추진비 내역 공개",권미영,인재채용과,20160908160300,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3488-2313,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600654
9600655,공통업무,"2016년 8월 어린이병원 간호부 업무추진비",이경희,간호부,20160908162048,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-570-8303,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600655
9600656,공통업무,"2016년 8월 중부수도사업소 업무추진비 집행내역",원수연,행정지원과,20160908164556,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3146-2013,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600656
9600657,공통업무,"2016년 8월 서울역사박물관 업무추진비 사용내역 공개",탁은숙,총무과,20160908165800,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",724-0115,"CC BY-NC",http://opengov.seoul.go.kr/public/9600657
9600658,공통업무,"2016년 8월 환경정책과 업무추진비 사용내역 공개",송진우,환경정책과,20160908170925,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-3515,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600658
9600659,공통업무,"2016년 8월 환경정책과 업무추진비 사용내역 공개",송진우,환경정책과,20160908171135,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-3515,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600659
9600660,공통업무,"2016년 8월 기술심사담당관 업무추진비 집행내역",이태영,기술심사담당관,20160908172506,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-8559,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600660
9600661,공통업무,"2016년 8월 도시공간개선단 업무추진비 집행내역 공개",김성애,도시공간개선단,20160908180039,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-7605,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600661
9600662,공통업무,"2016년 8월 서울소방재난본부 강서소방서 업무추진비 집행내역",정호현,강서소방서,20160908180549,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3662-2119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600662
9600663,공통업무,"2016년 8월 기후환경본부 대기관리과 업무추진비 집행내역",김상일,대기관리과,20160908184403,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-3638,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600663
9600664,공통업무,"2016년 8월 해외도시협력담당관 업무추진비 공개",전예영,해외도시협력담당관,20160908185127,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",21335283,"CC BY",http://opengov.seoul.go.kr/public/9600664
9600665,공통업무,"2016년 8월 평생교육정책관 교육정책담당관 업무추진비 집행내역 ",이한울,교육정책담당관,20160908203557,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-3915,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600665
9600666,공통업무,"2016년 8월 기후환경본부 녹색에너지과 업무추진비 집행내역 ",김유진,녹색에너지과,20160908205755,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-3554,"CC BY",http://opengov.seoul.go.kr/public/9600666
9600667,공통업무,"인생이모작지원과 업무추진비 사용내역 공개(16.8)",황인순,인생이모작지원과,20160908212310,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-7801,"CC BY",http://opengov.seoul.go.kr/public/9600667
9600669,공통업무,"2016년 8월 중 서초소방서 업무추진비 집행내역",사호수,"서초소방서 소방행정과",20160909084421,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-536-6959,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600669
9600670,건강,"2016 대사증후군관리사업 현황(2분기)",조수경,보건의료정책과,20160909091320,"건강>건강관리>대사증후군 관리사업 계획>대사증후군 관리사업 계획 및 추진현황",2133-7527,"CC BY-ND",http://opengov.seoul.go.kr/public/9600670
9600671,공통업무,"2016년 8월 업무추진비 집행내역(건축부)",신종임,건축부,20160909091655,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3708-2603,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600671
9600672,공통업무,"2016년8월 비상기획관,민방위담당관 업무추진비 집행내역",음미자,민방위담당관,20160909092313,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-4509,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600672
9600673,공통업무,"기획조정실 평가담당관 8월 업무추진비 공개 ",김남지,평가담당관,20160909092554,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6928,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600673
9600674,공통업무,"성북소방서 업무추진비 공개(8월)",강식,소방행정과,20160909100111,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",925-0902,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600674
9600675,공통업무,"2016년 8월 서울도서관 업무추진비 집행내역",최경화,행정지원과,20160909100746,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-0203,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600675
9600676,공통업무,"2016년 8월 보건복지전문위원실 업무추진비 사용내역",서석영,보건복지전문위원실,20160909000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3705-1269,"CC BY-ND",http://opengov.seoul.go.kr/public/9600676
9600677,공통업무,"2016년 8월 강서수도사업소 현장민원과 업무추진비 사용내역",이경임,현장민원과,20160909103532,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-2502,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600677
9600678,공통업무,"2016년 8월 자활지원과 업무추진비 집행내역",권도연,자활지원과,20160909105555,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-7486,"CC BY",http://opengov.seoul.go.kr/public/9600678
9600679,공통업무,"2016년 8월 지역발전본부 동남권사업단 동남권계획반 업무추진비 집행내역",최혜영,동남권사업단,20160909110311,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-8230,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600679
9600680,공통업무,"2016년 8월 강남소방서 업무추진비 집행내역",심종보,소방행정과,20160909000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-568-4161,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600680
9600681,공통업무,"구로소방서장 업무추진비 공개(2016.8.)",정호영,"구로소방서 소방행정과",20160909123308,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",0226183102,"CC BY",http://opengov.seoul.go.kr/public/9600681
9600682,공통업무,"구로소방서 소방행정과 업무추진비공개(2016.8.)",정호영,"구로소방서 소방행정과",20160909123502,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",0226183102,"CC BY",http://opengov.seoul.go.kr/public/9600682
9600683,공통업무,"2016년 8월 시민소통담당관 업무추진비 집행내역",유덕종,시민소통담당관,20160909130231,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6412,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600683
9600684,공통업무,"2016년 8월 서울시립대학교 총무과장 업무추진비",김유정,총무과,20160909130533,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-6490-6411,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600684
9600685,공통업무,"2016년 8월 정무부시장 업무추진비 집행내역",유덕종,시민소통담당관,20160909130756,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시장, 부시장 업무추진비 사용내역",2133-6412,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600685
9600686,공통업무,"2016년 8월 도시재생본부 주거사업과 업무추진비 집행내역",이해란,주거사업과,20160909133345,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-7215,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600686
9600687,안전,"2016년 서울시 민방위 교육계획",이일호,민방위담당관,20160909133622,"안전>민방위>민방위 훈련 및 교육 계획>민방위교육계획",02-2133-4540,"CC BY-ND",http://opengov.seoul.go.kr/public/9600687
9600688,공통업무,"2016년 8월 구로소방서 고척119안전센터 업무추진비 집행내역",김동표,고척119안전센터,20160909134347,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2616-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600688
9600689,공통업무,"2016년 6월 서울특별시장 업무추진비 집행내역 공표",이윤창,총무과,20160909000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시장, 부시장 업무추진비 사용내역",2133-5609,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600689
9600690,공통업무,"교량안전과 8월 업무추진 내역",박경숙,교량안전과,20160909145556,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-1948,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600690
9600691,공통업무,"2016년 6월 행정국 총무과 업무추진비 집행내역 공표",이윤창,총무과,20160909145731,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-5609,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600691
9600692,공통업무,"2016년 8월 언론담당관 업무추진비 집행내역",선일규,언론담당관,20160909150038,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6229,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600692
9600693,공통업무,"2016년 8월 도시계획국 시설계획과 업무추진비 집행내역",이선옥,시설계획과,20160909150422,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-8404,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600693
9600695,행정,"서울시 정보공개심의회 결정내역",주서진,정보공개정책과,20160909000000,"행정>일반행정>정보공개심의회 운영>정보공개심의회 결정내역",02-2133-5680,"CC BY",http://opengov.seoul.go.kr/public/9600695
9600697,공통업무,"은평병원 약제과 부서운영 업무추진비 공개(8월분)",박아영,약제과,20160909151310,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-300-8101,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600697
9600698,공통업무,"2016년 8월 여성가족정책실 여성정책담당관 업무추진비 집행내역",이현정,여성정책담당관,20160909151721,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-5013,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600698
9600699,공통업무,"공공개발센터 8월 업무추진비 사용내역 공개",김성재,공공개발센터,20160909152620,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-8355,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600699
9600700,공통업무,"2016년 8월 재무국 세제과 업무추진비 사용내역",김용덕,세제과,20160909152640,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-3355,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600700
9600702,공통업무,"2016년 8월 시민건강국 건강증진과 업무추진비 집행내역 공개",박종수,건강증진과,20160909152954,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02)2133-7565,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9600702
9601621,세금재정,"Fin-Tech기반 간편결제 세금납부 양해각서 체결 현황",최석훈,세무과,20160909000000,"세금재정>재정>민관협력을 통한 MOU체결>Fin-Tech기반 간편결재 세금납부 양해각서 체결",2133-3385,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9601621
9601622,공통업무,"2016년 8월 도시교통본부 교통정보과 업무추진비 집행내역",이채백,교통정보과,20160909000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-4957,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9601622
9601623,안전,"2016년 민방위 훈련 계획",조훈,"민방위담당관 ",20160909161750,"안전>민방위>민방위 훈련 및 교육 계획>민방위훈련계획",2133-4536,"CC BY-ND",http://opengov.seoul.go.kr/public/9601623
9601624,공통업무,"2016년 8월 안전총괄본부 도로시설과 업무추진비 집행내역",차금옥,도로시설과,20160909162310,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-1658,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9601624
9601625,공통업무,"2016년 8월 강동소방서 업무추진비 공개",이영남,"강동소방서 소방행정과",20160909162402,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9601625
9601626,공통업무,"2016년 8월 시의회사무처 도시계획관리전문위원실 업무추진비 집행내역",강택기,도시계획관리전문위원실,20160909163210,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",0237051370,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9601626
9601627,공통업무,"2016년 8월 디지털창업과 업무추진비 집행내역",박성혁,디지털산업과,20160909163311,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-4805,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9601627
9601628,공통업무,"2016년 8월 동부도로사업소 업무추진비 사용내역 ",최은주,관리단속과,20160909163502,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2040-0314,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9601628
9614886,공통업무,"2016년 8월 교통방송 텔레비전국 업무추진비 집행내역",채지원,텔레비전국,20160909164208,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",311-5416,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614886
9614887,공통업무,"2016년 8월 시민소통기확관 뉴미디어담당관 업무추진비  집행내역",김한종,뉴미디어담당관,20160909164801,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-6486,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614887
9614888,공통업무,"2016년  푸른도시국 조경과 8월분 업무추진비 공개",조진희,조경과,20160909165119,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2105,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614888
9614889,건강,"2016년 맞춤형 방문건강관리사업 상반기 실적 ",송경옥,건강증진과,20160909170729,"건강>건강관리>맞춤형 방문 건강관리 사업계획>맞춤형 방문 건강관리 사업계획 및 추진현황",2133-7582,"CC BY",http://opengov.seoul.go.kr/public/9614889
9614891,공통업무,"2016.8월 시설안전과 업무추진비공개 ",김수진,시설안전과,20160909171355,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-8223,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614891
9614892,공통업무,"2016년 8월중 구로소방서 재난관리과 업무추진비 집행내역",이승만,재난관리과,20160909171832,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2681-1408,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614892
9614893,공통업무,"2016년 8월 서북병원 원무과 업무추진비 집행내역",전태분,"서북병원 원무과",20160909172929,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3156-3020,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614893
9614894,공통업무,"2016년 8월 재생협력과 업무추진비 사용내역 공개",이금선,재생협력과,20160909174058,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-7199,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614894
9614895,공통업무,"2016년 푸른도시국 공원녹지정책과 업무추진비 공개(8월)",오주하,공원녹지정책과,20160909174552,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2018,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614895
9614896,공통업무,"서울종합방재센터 자원관리과 업무추진비 집행내역(2016.8월)",조윤상,자원관리과,20160909180104,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-726-2115,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614896
