who	Newbie	Age	Gender	Household Income	Sexual Preference	Country	Education Attainment	Major Occupation	Marital Status	Years on Internet
id82300	0	31	Female	NA	Heterosexual	Portugal	Doctoral	Education	Divorced	Over 7 yr
id82322	1	43	Female	$75-99	Heterosexual	Quebec	Other	Professional	Married	Under 6 mo
id28232	1	20	Male	Under $10	Heterosexual	Germany	College	Education	Single	6-12 mo
id82330	0	23	Male	NA	Heterosexual	California	High School	Education	Single	4-6 yr
id83280	0	32	Female	$40-49	Heterosexual	Oregon	Some College	Professional	Married	1-3 yr
id83782	0	38	Female	$40-49	Heterosexual	Maine	College	Computer	Married	1-3 yr
id83783	1	30	Female	$10-19	Heterosexual	Georgia	Some College	Other	Single	6-12 mo
id85692	1	56	Male	$75-99	Heterosexual	Arkansas	Masters	Professional	Married	6-12 mo
id80392	0	46	Male	$50-74	Heterosexual	New Mexico	Masters	Computer	Married	1-3 yr
id82235	0	33	Female	$40-49	Bisexual	Ontario	College	Management	Married	1-3 yr
id82373	0	31	Male	Over $100	Bisexual	New Jersey	Masters	Computer	Married	1-3 yr
id82382	1	24	Male	Under $10	Heterosexual	Germany	Other	Education	Divorced	Under 6 mo
id82410	0	52	Female	NA	Heterosexual	British Columbia	Professional	Professional	Married	1-3 yr
id89285	0	30	Male	NA	Heterosexual	California	Masters	Computer	Married	1-3 yr
id81997	0	42	Male	$50-74	Heterosexual	Australia	College	Computer	Married	4-6 yr
id82480	0	22	Male	$10-19	NA	Illinois	College	Computer	Single	4-6 yr
id82482	0	NA	Female	NA	NA	Oklahoma	Some College	Other	Married	1-3 yr
id82558	0	26	Male	$20-29	Heterosexual	Michigan	Some College	Computer	Single	1-3 yr
id6865	1	33	Female	$50-74	Heterosexual	Alabama	Some College	Management	Married	Under 6 mo
id82596	0	54	Female	$40-49	Heterosexual	Iowa	Special	Other	Married	1-3 yr
id82598	0	26	Male	$50-74	Heterosexual	Indiana	Some College	Computer	Divorced	Over 7 yr
id48374	1	44	Female	$30-39	Heterosexual	Wisconsin	Some College	Other	Married	Under 6 mo
id82756	0	20	Female	Under $10	Heterosexual	Michigan	Some College	Education	Single	1-3 yr
id82500	0	36	Male	Over $100	Heterosexual	New Jersey	Doctoral	Computer	Married	Over 7 yr
id82509	0	27	Male	$30-39	Heterosexual	Ohio	College	Management	Divorced	1-3 yr
id82511	1	66	Male	$40-49	Heterosexual	Texas	College	Other	Widowed	6-12 mo
id82651	1	57	Male	$30-39	Heterosexual	Kansas	Other	Other	Married	Under 6 mo
id82720	1	49	Male	Over $100	Heterosexual	Kentucky	Some College	Professional	Married	Under 6 mo
id82741	0	51	Female	Over $100	Heterosexual	Wisconsin	Some College	Management	Married	1-3 yr
id82744	1	53	Male	$20-29	Heterosexual	Minnesota	Special	Other	Married	Under 6 mo
id82748	0	36	Male	Over $100	Heterosexual	Washington	College	Management	Married	1-3 yr
id64572	0	27	Male	Over $100	Heterosexual	Georgia	College	Computer	Married	4-6 yr
id82879	0	30	Female	$40-49	Heterosexual	Maine	College	Professional	Married	1-3 yr
id82880	0	NA	Male	Over $100	NA	Massachusetts	Masters	Computer	Married	1-3 yr
id83514	0	40	Male	NA	Heterosexual	Kansas	High School	Computer	Married	4-6 yr
id85198	0	34	Male	$30-39	Heterosexual	Colorado	College	Computer	Single	1-3 yr
id82886	0	52	Female	$50-74	Heterosexual	Georgia	Masters	Education	Married	1-3 yr
id82887	1	22	Female	NA	Heterosexual	California	High School	Other	Single	6-12 mo
id82892	0	27	Male	$75-99	Heterosexual	Massachusetts	College	Computer	Married	Over 7 yr
id82924	1	37	Male	NA	Heterosexual	California	Some College	Professional	Married	6-12 mo
id82930	1	39	Female	Over $100	Heterosexual	Indiana	Some College	Other	Married	Under 6 mo
id82932	0	22	Female	$10-19	Heterosexual	Washington	College	Education	Single	4-6 yr
id82944	0	53	Male	$50-74	Heterosexual	Florida	Masters	Professional	Married	4-6 yr
id82964	0	22	Male	Under $10	Heterosexual	Pennsylvania	College	Education	Single	4-6 yr
id82976	0	44	Male	$50-74	Heterosexual	Washington	College	Computer	Single	1-3 yr
id82982	0	NA	Female	NA	NA	Iowa	Doctoral	Education	Married	1-3 yr
id75651	1	14	Female	NA	na	Ontario	Other	Education	NA	Under 6 mo
id82999	0	28	Male	$50-74	Heterosexual	California	College	Computer	Other	Over 7 yr
id83102	1	58	Male	$75-99	Bisexual	Colorado	Masters	Computer	Married	Under 6 mo
id83108	1	54	Female	$30-39	Heterosexual	Virginia	Some College	Professional	Married	6-12 mo
id64872	0	29	Male	$30-39	NA	Denmark	Masters	Computer	NA	Over 7 yr
id83127	1	NA	Female	Over $100	Heterosexual	Oregon	Masters	Management	Married	6-12 mo
id83141	1	44	Female	$40-49	Heterosexual	North Carolina	College	Professional	Married	Under 6 mo
id83158	0	50	Male	NA	Heterosexual	Texas	Professional	Professional	Married	1-3 yr
id83320	0	40	Male	$40-49	Heterosexual	New York	College	Computer	Married	1-3 yr
id466	0	15	Female	NA	Heterosexual	Australia	High School	Education	Single	4-6 yr
id29391	1	44	Female	$40-49	Heterosexual	Indiana	Some College	Other	Married	Under 6 mo
id83396	0	41	Male	$50-74	Heterosexual	California	College	Computer	Divorced	4-6 yr
id83398	0	39	Female	$50-74	Heterosexual	Alabama	High School	Management	Married	1-3 yr
id240	0	41	Female	$50-74	Heterosexual	Florida	College	Professional	Married	4-6 yr
id80498	0	27	Male	$50-74	NA	Massachusetts	College	Computer	Single	Over 7 yr
id83437	0	NA	Male	NA	NA	Oregon	Doctoral	Computer	Married	Over 7 yr
id83482	0	40	Male	Over $100	Heterosexual	United Kingdom	Masters	Computer	Divorced	Over 7 yr
id83494	1	34	Male	NA	Heterosexual	Missouri	Professional	Professional	Married	Under 6 mo
id83508	0	41	Male	$30-39	Heterosexual	Maine	Some College	Computer	Other	1-3 yr
id83535	0	29	Female	$20-29	NA	France	Masters	Professional	Married	1-3 yr
id83593	0	30	Female	Over $100	Heterosexual	California	Masters	Management	Married	4-6 yr
id83596	0	39	Female	$50-74	Heterosexual	Pennsylvania	Masters	Management	Married	1-3 yr
id84193	0	26	Male	$20-29	Heterosexual	Alabama	Masters	Professional	Married	4-6 yr
id81960	0	22	Male	$20-29	Heterosexual	United Kingdom	College	Computer	Single	4-6 yr
id83610	0	40	Male	$30-39	Gay male	Singapore	Masters	Computer	Other	4-6 yr
id83626	0	27	Female	$40-49	Heterosexual	New York	Masters	Education	Married	Over 7 yr
id83788	1	38	Female	$75-99	Heterosexual	Texas	Masters	Education	Married	6-12 mo
id75695	0	25	Male	$20-29	Heterosexual	Georgia	College	Computer	Single	1-3 yr
id75800	1	50	Male	$75-99	Heterosexual	Texas	College	Professional	Married	6-12 mo
id83713	1	36	Female	$40-49	Heterosexual	Georgia	Masters	Education	Married	6-12 mo
id83722	1	31	Female	$10-19	Heterosexual	Ohio	Some College	Education	Single	6-12 mo
id83734	0	44	Female	$50-74	Heterosexual	Pennsylvania	Some College	Other	Married	Over 7 yr
id83739	0	51	Male	$40-49	Bisexual	California	Masters	Management	Single	1-3 yr
id83815	1	18	Female	NA	Heterosexual	Virginia	Some College	Education	Single	6-12 mo
id83867	0	20	Male	$10-19	Heterosexual	Switzerland	Some College	Education	Other	1-3 yr
id83911	1	30	Male	$50-74	Heterosexual	Nebraska	College	Other	Married	6-12 mo
id8616	1	22	Female	NA	NA	United Kingdom	Grammar	Education	Single	Under 6 mo
id83931	0	38	Male	NA	Heterosexual	Georgia	College	Computer	Married	4-6 yr
id8619	1	28	Female	$40-49	NA	Argentina	Some College	Computer	Single	Under 6 mo
id83963	1	NA	Female	NA	Heterosexual	Louisiana	Some College	Management	Married	Under 6 mo
id83965	0	26	Male	$50-74	Heterosexual	Australia	College	Education	Other	Over 7 yr
id83762	0	46	Male	NA	na	Germany	Doctoral	Computer	Married	1-3 yr
id84061	0	40	Male	$30-39	Heterosexual	Virginia	Some College	Other	Single	1-3 yr
id84071	0	60	Male	$75-99	Bisexual	Ontario	Doctoral	Education	Married	4-6 yr
id88375	0	40	Male	$30-39	Heterosexual	Virginia	Some College	Computer	Married	1-3 yr
id74854	0	55	Male	$50-74	Heterosexual	Indiana	Some College	Professional	Married	1-3 yr
id80270	1	23	Female	$10-19	Heterosexual	California	Some College	Education	Single	Under 6 mo
id83251	0	37	Female	$30-39	Heterosexual	New York	Professional	Education	Married	4-6 yr
id84084	1	25	Female	$75-99	Heterosexual	New York	College	Professional	Single	6-12 mo
id84109	0	34	Female	NA	Heterosexual	British Columbia	College	Professional	Other	1-3 yr
id84188	1	NA	Male	NA	NA	Texas	Some College	Computer	Married	Under 6 mo
id84197	1	45	Female	$40-49	Heterosexual	California	College	Professional	Single	6-12 mo
id84199	0	NA	Female	$50-74	Heterosexual	California	College	Computer	Single	Over 7 yr
id84204	0	46	Female	$30-39	NA	New Mexico	Masters	Education	Single	1-3 yr
id1844	0	23	Male	Over $100	Heterosexual	Canada & Mexico	College	Education	Single	1-3 yr
id49871	0	20	Male	$50-74	Heterosexual	Illinois	Some College	Education	Single	Over 7 yr
id66185	0	21	Male	NA	Heterosexual	Sweden	Other	Computer	Other	4-6 yr
id84657	1	NA	Male	NA	Heterosexual	Indiana	Masters	Professional	Divorced	6-12 mo
id84677	0	28	Male	$50-74	Heterosexual	Georgia	Professional	Professional	Married	1-3 yr
id84689	0	43	Female	$75-99	Heterosexual	California	Doctoral	Computer	Married	1-3 yr
id84708	0	26	Female	NA	Heterosexual	Ohio	Professional	Professional	Married	1-3 yr
id85539	0	62	Male	$50-74	Heterosexual	Tennessee	Professional	Professional	Married	4-6 yr
id82359	0	40	Female	$30-39	Heterosexual	Indiana	Special	Professional	Divorced	1-3 yr
id84208	0	23	Female	$30-39	Heterosexual	Washington D.C.	College	Professional	Other	1-3 yr
id84236	0	25	Male	$50-74	Heterosexual	Pennsylvania	Professional	Professional	Single	4-6 yr
id84262	0	25	Male	$20-29	Heterosexual	Chile	Masters	Management	Single	1-3 yr
id84263	1	33	Male	$30-39	Heterosexual	Missouri	Special	Professional	Single	6-12 mo
id84702	0	21	Male	$50-74	Heterosexual	Massachusetts	Some College	Computer	Single	1-3 yr
id84715	0	35	Male	$75-99	Heterosexual	United Kingdom	Doctoral	Education	Married	Over 7 yr
id84723	1	32	Female	Under $10	Heterosexual	Ethiopia	College	Management	Single	6-12 mo
id84797	0	36	Female	$20-29	Heterosexual	Florida	Some College	Other	Married	4-6 yr
id84833	0	43	Female	$40-49	Heterosexual	Washington	Doctoral	Education	Married	Over 7 yr
id84836	0	23	Female	$30-39	Heterosexual	Massachusetts	Masters	Management	Married	4-6 yr
id84837	0	21	Male	NA	Heterosexual	Brazil	Some College	Education	Single	1-3 yr
id84841	0	45	Male	$50-74	NA	Canada & Mexico	College	Professional	Married	1-3 yr
id84882	1	17	Female	NA	NA	Australia	High School	Education	NA	Under 6 mo
id84943	0	39	Female	$50-74	Heterosexual	Maryland	Some College	Other	Married	1-3 yr
id84945	0	23	Female	$40-49	Heterosexual	California	Some College	Computer	Other	4-6 yr
id73367	0	19	Female	$30-39	Heterosexual	New Jersey	Some College	Education	Single	1-3 yr
id84996	0	33	Male	$50-74	Heterosexual	New Jersey	Some College	Professional	Single	Over 7 yr
id85008	1	51	Female	NA	Heterosexual	Mexico	College	Education	Married	6-12 mo
id85022	0	30	Male	$50-74	Heterosexual	Washington	Masters	Computer	Married	4-6 yr
id85045	1	19	Female	$50-74	Heterosexual	Louisiana	High School	Education	Single	6-12 mo
id85051	0	42	Female	$75-99	Heterosexual	California	Some College	Management	Married	1-3 yr
id85057	0	20	Female	$20-29	Heterosexual	Louisiana	College	Professional	Single	1-3 yr
id4835	1	47	Female	$50-74	Heterosexual	Pennsylvania	Masters	Management	Single	6-12 mo
id85211	0	27	Female	Under $10	Heterosexual	Missouri	Some College	Education	Other	1-3 yr
id88503	0	39	Male	NA	Gay male	New York	College	Management	Single	1-3 yr
id85227	0	47	Male	Over $100	Heterosexual	New York	College	Computer	Married	Over 7 yr
id85258	1	40	Female	NA	Heterosexual	California	College	Other	Married	Under 6 mo
id31669	0	23	Male	$10-19	Heterosexual	Massachusetts	Masters	Education	Single	4-6 yr
id85474	0	29	Male	$40-49	Heterosexual	France	Other	Computer	Married	4-6 yr
id66933	0	23	Male	$30-39	Heterosexual	New York	College	Computer	Single	Over 7 yr
id85499	0	52	Male	$50-74	Heterosexual	Pennsylvania	Special	Computer	Married	Over 7 yr
id85501	0	39	Female	Over $100	Heterosexual	Wisconsin	Professional	Professional	Married	1-3 yr
id85508	0	22	Female	$40-49	Heterosexual	Colorado	College	Professional	Married	1-3 yr
id85516	0	22	Male	$50-74	Heterosexual	New York	College	Computer	Single	4-6 yr
id85561	0	28	Female	$10-19	Heterosexual	California	Some College	Other	Single	1-3 yr
id87703	0	25	Female	$50-74	Heterosexual	Hawaii	College	Professional	Single	1-3 yr
id85359	0	44	Male	Over $100	Heterosexual	Illinois	Special	Computer	Married	1-3 yr
id85362	0	41	Male	$50-74	Heterosexual	North Carolina	College	Management	Married	1-3 yr
id85639	1	28	Male	$40-49	Heterosexual	Ohio	College	Professional	Married	6-12 mo
id75849	0	27	Male	Over $100	Heterosexual	Ontario	College	Computer	Single	Over 7 yr
id80665	0	25	Male	$75-99	Heterosexual	California	College	Computer	Single	Over 7 yr
id81612	1	36	Male	$20-29	Heterosexual	Texas	College	Education	Single	6-12 mo
id85653	0	29	Female	Over $100	Heterosexual	Massachusetts	College	Management	Married	1-3 yr
id85721	1	41	Male	Under $10	Heterosexual	Pennsylvania	Masters	Other	Divorced	6-12 mo
id85732	1	30	Female	NA	Heterosexual	Oklahoma	College	Other	Married	Under 6 mo
id73694	0	54	Male	$40-49	Heterosexual	France	Masters	Computer	Married	1-3 yr
id85735	0	22	Male	Over $100	Heterosexual	California	College	Computer	Single	4-6 yr
id85748	1	56	Female	$75-99	Heterosexual	Maryland	College	Management	Widowed	Under 6 mo
id85776	1	44	Female	NA	Heterosexual	Florida	Some College	Other	Married	Under 6 mo
id85819	0	29	Female	$50-74	Bisexual	Washington	College	Other	Married	4-6 yr
id85825	1	56	Female	NA	Heterosexual	Louisiana	College	Management	Married	6-12 mo
id80164	0	32	Female	$30-39	Heterosexual	Virginia	High School	Management	Separated	1-3 yr
id85880	0	42	Female	$50-74	Heterosexual	Utah	High School	Other	Married	1-3 yr
id85887	0	21	Male	Under $10	Heterosexual	Sweden	Some College	Education	Single	1-3 yr
id73243	1	38	Male	NA	NA	Indiana	Some College	Other	Married	Under 6 mo
id85946	0	25	Male	$40-49	Heterosexual	Illinois	College	Professional	Single	Over 7 yr
id86031	0	32	Male	$50-74	Heterosexual	Illinois	College	Computer	Married	4-6 yr
id86063	1	27	Male	$10-19	Heterosexual	Philippines	College	Management	Single	6-12 mo
id86145	0	30	Male	NA	NA	California	Doctoral	Education	NA	4-6 yr
id86150	0	NA	Male	NA	Heterosexual	Wisconsin	Professional	Professional	Single	1-3 yr
id86155	0	NA	Male	$40-49	NA	Texas	Masters	Computer	NA	Over 7 yr
id87260	0	32	Male	$40-49	Heterosexual	Georgia	College	Computer	Married	1-3 yr
id42214	0	30	Male	$75-99	Heterosexual	New Jersey	Some College	Other	Other	1-3 yr
id85991	0	29	Female	$30-39	Heterosexual	Colorado	College	Computer	Divorced	1-3 yr
id86218	0	52	Female	NA	Heterosexual	New Jersey	Some College	Other	Married	1-3 yr
id86244	1	41	Female	$40-49	Heterosexual	Minnesota	Some College	Management	Single	Under 6 mo
id86258	1	42	Male	$40-49	Heterosexual	Georgia	Some College	Computer	Separated	6-12 mo
id86282	0	58	Female	Over $100	Heterosexual	Washington	Masters	Education	Married	1-3 yr
id86347	1	19	Female	$50-74	Heterosexual	Canada & Mexico	Some College	Education	Single	Under 6 mo
id86350	0	28	Male	$75-99	Heterosexual	California	College	Computer	Married	4-6 yr
id86354	0	47	Male	Over $100	Heterosexual	Wisconsin	Masters	Education	Married	4-6 yr
id86372	1	41	Female	$50-74	Heterosexual	Ontario	Special	Other	Married	6-12 mo
id86685	0	48	Female	NA	Heterosexual	Hawaii	Masters	Professional	NA	1-3 yr
id85540	0	31	Male	$30-39	Heterosexual	Washington	Masters	Professional	Single	1-3 yr
id85541	1	56	Male	$50-74	Heterosexual	North Carolina	Some College	Computer	Divorced	Under 6 mo
id86379	0	28	Male	$20-29	Heterosexual	Texas	College	Computer	Married	1-3 yr
id51482	1	33	Female	$20-29	Heterosexual	Australia	Some College	Other	Single	Under 6 mo
id86408	0	20	Male	$40-49	Heterosexual	Alberta	College	Computer	Single	4-6 yr
id86410	0	32	Female	$50-74	Heterosexual	Georgia	Masters	Education	Married	1-3 yr
id86485	0	46	Male	NA	Heterosexual	New York	Masters	Computer	Other	4-6 yr
id86505	0	32	Male	NA	Heterosexual	Texas	Doctoral	Professional	Married	Over 7 yr
id88552	0	46	Male	NA	Heterosexual	New Jersey	Some College	Other	Married	1-3 yr
id77113	0	51	Male	$75-99	Heterosexual	Louisiana	College	Management	Married	1-3 yr
id80693	0	38	Male	$10-19	Bisexual	Kansas	Masters	Education	Single	1-3 yr
id86544	1	38	Female	$50-74	Heterosexual	Missouri	Some College	Management	Married	Under 6 mo
id51668	1	43	Female	$50-74	Heterosexual	Alabama	Masters	Education	Married	6-12 mo
id86604	1	39	Male	$20-29	Heterosexual	Ontario	Some College	Professional	Married	Under 6 mo
id86620	0	28	Male	$50-74	Heterosexual	California	Doctoral	Computer	Married	Over 7 yr
id87289	0	19	Male	Over $100	Heterosexual	California	Some College	Education	Single	1-3 yr
id83026	0	32	Male	$50-74	Heterosexual	United Kingdom	Professional	Computer	Other	1-3 yr
id86621	0	55	Female	$30-39	Heterosexual	Illinois	Some College	Management	Married	1-3 yr
id74856	1	36	Male	$50-74	Heterosexual	Ontario	Some College	Computer	Divorced	Under 6 mo
id86630	0	39	Male	$20-29	Heterosexual	New York	Masters	Computer	Married	Over 7 yr
id86697	1	45	Male	Over $100	Heterosexual	Iowa	College	Professional	Married	Under 6 mo
id86740	0	50	Female	$30-39	Heterosexual	California	Masters	Education	Single	1-3 yr
id5834	0	31	Male	Under $10	Heterosexual	Mexico	College	Education	Married	1-3 yr
id86774	1	47	Male	$75-99	Heterosexual	Alberta	Other	Professional	Married	Under 6 mo
id12379	1	66	Male	Over $100	NA	Canada & Mexico	Doctoral	Other	Married	6-12 mo
id86810	0	NA	Female	NA	Heterosexual	Ohio	Some College	Education	Other	1-3 yr
id86833	0	38	Male	$50-74	Heterosexual	Nova Scotia	High School	Computer	Other	1-3 yr
id86838	0	51	Male	NA	Heterosexual	Maryland	Masters	Professional	Married	1-3 yr
id86846	0	57	Male	$75-99	Heterosexual	Pennsylvania	College	Other	Married	Over 7 yr
id86847	0	29	Female	$40-49	Heterosexual	Texas	Some College	Education	Other	4-6 yr
id86855	0	23	Male	NA	Heterosexual	West Virginia	Some College	Education	Other	1-3 yr
id1211	1	37	Female	$50-74	Heterosexual	British Columbia	College	Education	Married	6-12 mo
id2498	1	46	Female	$40-49	Heterosexual	Texas	Masters	Management	Other	6-12 mo
id86955	0	51	Male	NA	Heterosexual	Ontario	Masters	Management	Married	1-3 yr
id86971	1	47	Male	$50-74	Heterosexual	Florida	High School	Management	Divorced	Under 6 mo
id87032	1	51	Male	$75-99	Heterosexual	Georgia	College	Management	Married	6-12 mo
id87056	1	25	Male	$20-29	Heterosexual	Indiana	Other	Other	Married	Under 6 mo
id87065	1	32	Female	$20-29	NA	Florida	Some College	Other	Divorced	Under 6 mo
id74433	0	57	Female	$10-19	Bisexual	Texas	Masters	Education	Divorced	1-3 yr
id87038	0	25	Male	$50-74	NA	British Columbia	Masters	Management	Single	1-3 yr
id87040	0	34	Male	$75-99	Heterosexual	United Kingdom	College	Professional	Married	4-6 yr
id87046	1	51	Male	$75-99	Heterosexual	United Kingdom	Special	Professional	Married	Under 6 mo
id87313	0	50	Female	NA	NA	California	Some College	Other	Divorced	1-3 yr
id71886	0	18	Female	$75-99	Heterosexual	California	Some College	Education	Single	1-3 yr
id87206	0	54	Male	$50-74	Heterosexual	Virginia	Masters	Computer	Married	4-6 yr
id87220	0	29	Male	$50-74	Heterosexual	Florida	Some College	Computer	Married	1-3 yr
id87233	0	21	Male	$75-99	Heterosexual	Florida	Some College	Computer	Single	1-3 yr
id52283	0	27	Male	$50-74	Heterosexual	Portugal	Masters	Computer	Single	4-6 yr
id87439	0	34	Male	$40-49	Heterosexual	North Carolina	Masters	Computer	Married	4-6 yr
id87488	0	26	Female	$20-29	Heterosexual	Washington D.C.	Some College	Other	Other	1-3 yr
id34838	0	26	Male	$30-39	Bisexual	Ohio	High School	Management	Married	1-3 yr
id87538	0	29	Male	$40-49	NA	Illinois	Masters	Professional	Married	4-6 yr
id87541	0	21	Male	NA	Heterosexual	Canada & Mexico	Some College	Computer	Single	1-3 yr
id87548	0	38	Male	NA	Heterosexual	Alberta	College	Professional	Married	4-6 yr
id87630	0	41	Male	$75-99	Heterosexual	California	Masters	Education	Married	4-6 yr
id87636	1	34	Female	$10-19	Heterosexual	Ontario	Special	Other	Single	6-12 mo
id73696	0	16	Female	$75-99	Heterosexual	Wisconsin	High School	Education	Single	1-3 yr
id86430	1	48	Female	$75-99	Heterosexual	Washington	College	Education	Married	Under 6 mo
id87277	0	29	Male	$20-29	Heterosexual	Montana	Some College	Computer	Other	Over 7 yr
id87766	1	NA	Female	NA	Heterosexual	Ontario	College	Other	Married	Under 6 mo
id87788	0	34	Male	$40-49	Heterosexual	Washington	Some College	Professional	Married	Over 7 yr
id87818	1	14	Male	Under $10	NA	Ohio	Some College	Computer	Single	6-12 mo
id87875	0	47	Male	$75-99	Heterosexual	Colorado	College	Management	Married	1-3 yr
id87915	1	33	Female	$30-39	Heterosexual	New Brunswick	College	Computer	Married	6-12 mo
id87960	0	38	Female	$30-39	Heterosexual	Indiana	Some College	Computer	Married	1-3 yr
id87986	1	28	Male	$20-29	Heterosexual	New Jersey	Some College	Other	Single	6-12 mo
id76415	0	70	Male	Over $100	Heterosexual	Oklahoma	College	Professional	Married	1-3 yr
id82448	0	19	Male	Over $100	Heterosexual	Texas	High School	Education	Single	4-6 yr
id2628	1	40	Male	$50-74	Heterosexual	Montana	High School	Other	Married	Under 6 mo
id88081	0	53	Male	$40-49	Heterosexual	United Kingdom	College	Education	Married	1-3 yr
id88192	0	30	Male	$40-49	Heterosexual	Arizona	College	Computer	Other	4-6 yr
id88205	0	46	Male	$40-49	Heterosexual	California	Masters	Computer	Single	4-6 yr
id88216	0	37	Male	NA	NA	Washington	College	Management	NA	1-3 yr
id88226	0	35	Male	$40-49	Heterosexual	Mississippi	Some College	Other	Married	1-3 yr
id88622	0	43	Female	$20-29	Heterosexual	Alberta	High School	Other	Married	1-3 yr
id88657	1	21	Female	NA	NA	California	Some College	Education	Single	6-12 mo
id53565	1	21	Male	$50-74	Heterosexual	California	College	Education	Single	6-12 mo
id89288	0	38	Male	$30-39	NA	Texas	College	Management	Single	1-3 yr
id88512	0	43	Male	$30-39	Heterosexual	Florida	Some College	Professional	Divorced	1-3 yr
id88752	0	52	Male	$50-74	Heterosexual	California	Some College	Professional	Married	1-3 yr
id88859	1	46	Male	$40-49	Heterosexual	Iowa	Masters	Education	Married	6-12 mo
id88882	0	32	Male	$75-99	Heterosexual	Texas	Some College	Computer	Married	4-6 yr
id88898	0	44	Male	NA	Heterosexual	Wisconsin	Some College	Professional	Single	1-3 yr
id88945	1	29	Female	$30-39	Heterosexual	Washington	Some College	Computer	Married	6-12 mo
id88948	1	24	Male	NA	Heterosexual	New Jersey	College	Management	Single	6-12 mo
id73422	0	31	Male	$40-49	Heterosexual	New York	College	Professional	Separated	4-6 yr
id74430	0	36	Male	$50-74	Heterosexual	Wisconsin	Masters	Education	Married	Over 7 yr
id88953	0	52	Male	Over $100	Heterosexual	California	College	Computer	Married	4-6 yr
id88960	1	20	Male	Under $10	Heterosexual	Sweden	Other	Computer	Single	6-12 mo
id88970	0	23	Male	NA	Heterosexual	Norway	College	Education	Single	1-3 yr
id88973	0	NA	Female	NA	Heterosexual	Ontario	Other	Other	Married	1-3 yr
id88984	1	60	Male	NA	NA	Michigan	Some College	Management	Married	6-12 mo
id89057	0	65	Male	$50-74	Heterosexual	Indiana	Masters	Other	Married	1-3 yr
id89103	0	27	Male	$10-19	Heterosexual	Finland	College	Education	Single	4-6 yr
id89991	0	37	Female	NA	Heterosexual	Delaware	Masters	Professional	Single	4-6 yr
id74142	0	33	Male	$50-74	Heterosexual	Florida	High School	Computer	Married	4-6 yr
id81962	0	23	Male	$10-19	Heterosexual	Tennessee	Masters	Computer	Married	4-6 yr
id89107	0	76	Male	$40-49	Heterosexual	New Mexico	College	Other	Married	1-3 yr
id89161	1	33	Male	$30-39	Heterosexual	Norway	Masters	Education	Single	6-12 mo
id89201	0	32	Male	$50-74	Heterosexual	California	Masters	Professional	Married	1-3 yr
id89235	0	75	Male	$75-99	Heterosexual	California	College	Other	Other	1-3 yr
id89293	0	29	Male	$20-29	NA	Washington	College	Computer	Single	Over 7 yr
id89299	0	23	Male	$10-19	Heterosexual	Massachusetts	Masters	Education	Single	4-6 yr
id89564	0	47	Male	$75-99	Heterosexual	Georgia	College	Professional	Other	1-3 yr
id89996	0	33	Female	$40-49	Heterosexual	Montana	Some College	Education	Married	1-3 yr
id89255	1	42	Male	$75-99	Heterosexual	Georgia	Masters	Computer	Married	6-12 mo
id89261	0	28	Male	$40-49	Heterosexual	North Carolina	College	Computer	Married	4-6 yr
id89263	0	31	Male	$30-39	NA	Taiwan	Doctoral	Other	Single	1-3 yr
id89314	0	24	Male	Under $10	Heterosexual	Norway	Some College	Education	Single	1-3 yr
id89566	0	55	Male	$30-39	Heterosexual	Massachusetts	Doctoral	Professional	Divorced	Over 7 yr
id89340	0	25	Male	$20-29	Heterosexual	Texas	Some College	Computer	Divorced	1-3 yr
id89359	1	60	Male	$50-74	Heterosexual	Oklahoma	Masters	Other	Married	6-12 mo
id89362	0	46	Female	$30-39	Heterosexual	Illinois	High School	Other	Married	1-3 yr
id89409	0	23	Female	Under $10	Lesbian	Georgia	College	Education	Single	Over 7 yr
id76932	0	31	Male	$50-74	Heterosexual	North Carolina	College	Education	Married	4-6 yr
id77386	1	20	Male	NA	Heterosexual	Texas	Some College	Education	Single	6-12 mo
id88376	0	32	Male	$30-39	Heterosexual	New Mexico	Some College	Computer	Single	Over 7 yr
id89375	0	29	Male	$30-39	Heterosexual	Oklahoma	College	Management	Married	4-6 yr
id72413	1	46	Male	$50-74	Heterosexual	California	College	Professional	Single	6-12 mo
id80756	1	32	Male	NA	Heterosexual	South Carolina	Special	Computer	Married	Under 6 mo
id89504	1	21	Female	Under $10	Heterosexual	Australia	High School	Education	Single	6-12 mo
id89514	0	49	Male	$50-74	Heterosexual	Indiana	High School	Management	Married	1-3 yr
id89517	0	57	Male	$30-39	Gay male	New York	Masters	Computer	Single	1-3 yr
id89528	1	64	Female	$75-99	Heterosexual	Washington	Professional	Professional	Other	6-12 mo
id58017	1	48	Male	$50-74	Heterosexual	California	College	Professional	Single	6-12 mo
id89651	0	57	Male	$50-74	Heterosexual	Massachusetts	Special	Professional	Married	1-3 yr
id89655	0	28	Male	$50-74	Heterosexual	North Carolina	College	Computer	Married	1-3 yr
id89656	0	23	Male	$50-74	Heterosexual	California	College	Computer	Single	Over 7 yr
id89664	0	46	Male	Over $100	Heterosexual	Washington	College	Professional	Married	1-3 yr
id89665	0	36	Male	$40-49	Heterosexual	Pennsylvania	Special	Computer	Married	Over 7 yr
id89666	0	70	Female	NA	Heterosexual	Maryland	Masters	Education	Widowed	1-3 yr
id82838	0	49	Male	$50-74	Heterosexual	Colorado	Professional	Professional	Married	4-6 yr
